orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
232,2024,1,12,12/01/2023,Ecuador,Cuenca,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
233,2024,1,14,14/01/2023,Venezuela,Valencia,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
234,2024,1,18,18/01/2023,Uruguay,Ciudad de la Costa,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
235,2024,1,29,29/01/2023,Paraguay,Asunción,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
236,2024,1,24,24/01/2023,México,Ciudad de México (CDMX),Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
237,2024,1,23,23/01/2023,Chile,Valparaíso,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
238,2024,1,29,29/01/2023,Venezuela,Caracas,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
239,2024,1,13,13/01/2023,Paraguay,Asunción,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
240,2024,1,8,08/01/2023,Venezuela,Caracas,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.95
241,2024,1,21,21/01/2023,Brasil,Brasilia,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.4
242,2024,1,15,15/01/2023,Perú,Lima,Auriculares,Razer Opus,224,0.11,3,672,73.92
243,2024,1,12,12/01/2023,Brasil,Río de Janeiro,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
244,2024,1,21,21/01/2023,Perú,Lima,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
245,2024,1,12,12/01/2023,Venezuela,Valencia,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
246,2024,1,7,07/01/2023,Costa Rica,Limón,Tablets,iPad Air,649,0.33,1,649,214.17
247,2024,1,15,15/01/2023,Paraguay,Encarnación,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
248,2024,1,1,01/01/2023,Brasil,Brasilia,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
249,2024,1,17,17/01/2023,Paraguay,Asunción,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
250,2024,1,28,28/01/2023,Panamá,Ciudad de Panamá,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
251,2024,1,27,27/01/2023,Costa Rica,Limón,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.7
252,2024,1,20,20/01/2023,Uruguay,Salto,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
253,2024,1,22,22/01/2023,Colombia,Medellín,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
254,2024,1,14,14/01/2023,México,Guadalajara,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
255,2024,1,2,02/01/2023,Costa Rica,Limón,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
256,2024,1,30,30/01/2023,Ecuador,Cuenca,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
257,2024,1,5,05/01/2023,Panamá,David,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74
258,2024,1,19,19/01/2023,Costa Rica,Limón,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
259,2024,1,16,16/01/2023,Venezuela,Valencia,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
260,2024,1,12,12/01/2023,Brasil,Brasilia,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
261,2024,1,2,02/01/2023,México,Guadalajara,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
262,2024,1,29,29/01/2023,Colombia,Cali,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
263,2024,1,6,06/01/2023,México,Ciudad de México (CDMX),Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.4
264,2024,1,9,09/01/2023,Venezuela,Caracas,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
265,2024,1,22,22/01/2023,Uruguay,Montevideo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
266,2024,1,26,26/01/2023,Brasil,Río de Janeiro,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
267,2024,1,23,23/01/2023,México,Guadalajara,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.4
268,2024,1,18,18/01/2023,Panamá,David,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
269,2024,1,25,25/01/2023,Colombia,Bogotá,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
270,2024,1,22,22/01/2023,Ecuador,Cuenca,Laptops,MSI GS66 Stealth,2249,0.2,4,8996,1799.2
271,2024,1,3,03/01/2023,Colombia,Medellín,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
272,2024,1,20,20/01/2023,Paraguay,Asunción,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
273,2024,1,24,24/01/2023,Colombia,Medellín,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
274,2024,1,14,14/01/2023,Venezuela,Valencia,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
275,2024,1,18,18/01/2023,Ecuador,Quito,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
276,2024,1,25,25/01/2023,Paraguay,Encarnación,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
277,2024,1,9,09/01/2023,Panamá,David,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
278,2024,1,29,29/01/2023,Argentina,Buenos Aires,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
279,2024,1,21,21/01/2023,Colombia,Bogotá,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
280,2024,1,23,23/01/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6
281,2024,1,4,04/01/2023,Chile,Valparaíso,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
282,2024,1,9,09/01/2023,Paraguay,Asunción,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
283,2024,1,2,02/01/2023,Colombia,Medellín,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
284,2024,1,6,06/01/2023,Venezuela,Caracas,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
285,2024,1,20,20/01/2023,Chile,Santiago,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
286,2024,1,22,22/01/2023,Uruguay,Salto,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
287,2024,1,3,03/01/2023,Paraguay,Asunción,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
288,2024,1,3,03/01/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Google Pixel 6,749,0.28,3,2247,629.16
289,2024,1,28,28/01/2023,Chile,Valparaíso,Smartphones,Samsung Galaxy S21,899,0.28,5,4495,1258.6
290,2024,1,11,11/01/2023,Bolivia,Santa Cruz de la Sierra,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
291,2024,1,28,28/01/2023,Uruguay,Ciudad de la Costa,Laptops,MSI GS66 Stealth,2249,0.2,4,8996,1799.2
292,2024,1,1,01/01/2023,Uruguay,Ciudad de la Costa,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
293,2024,1,5,05/01/2023,Panamá,Ciudad de Panamá,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.4
294,2024,1,3,03/01/2023,Brasil,Río de Janeiro,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
295,2024,1,16,16/01/2023,México,Monterrey,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
296,2024,1,6,06/01/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
297,2024,1,16,16/01/2023,Bolivia,Cochabamba,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
298,2024,1,16,16/01/2023,Ecuador,Quito,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
299,2024,1,13,13/01/2023,Panamá,Colón,Auriculares,Audio-Technica ATH-M50x,174,0.32,5,870,278.4
300,2024,1,16,16/01/2023,Costa Rica,Limón,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
301,2024,1,5,05/01/2023,México,Ciudad de México (CDMX),Smartphones,LG Velvet,649,0.12,2,1298,155.76
302,2024,1,22,22/01/2023,Venezuela,Caracas,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
303,2024,1,15,15/01/2023,Uruguay,Salto,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44
304,2024,1,23,23/01/2023,Uruguay,Salto,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
305,2024,1,14,14/01/2023,Chile,Santiago,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
306,2024,1,14,14/01/2023,Venezuela,Caracas,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
307,2024,1,3,03/01/2023,Bolivia,La Paz,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
308,2024,1,5,05/01/2023,Bolivia,La Paz,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
309,2024,1,22,22/01/2023,Bolivia,Cochabamba,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
310,2024,1,10,10/01/2023,Panamá,Ciudad de Panamá,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.72
311,2024,1,19,19/01/2023,Costa Rica,Limón,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
312,2024,1,22,22/01/2023,Colombia,Cali,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
313,2024,1,21,21/01/2023,México,Guadalajara,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
314,2024,1,4,04/01/2023,Panamá,David,Tablets,iPad Air,649,0.33,4,2596,856.68
315,2024,1,19,19/01/2023,Venezuela,Caracas,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
316,2024,1,30,30/01/2023,Colombia,Bogotá,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
317,2024,1,13,13/01/2023,Costa Rica,Heredia,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
318,2024,1,20,20/01/2023,Paraguay,Asunción,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
319,2024,1,28,28/01/2023,Panamá,Ciudad de Panamá,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
320,2024,1,16,16/01/2023,Brasil,Río de Janeiro,Auriculares,Razer Opus,224,0.11,3,672,73.92
321,2024,1,14,14/01/2023,Bolivia,La Paz,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
322,2024,1,20,20/01/2023,Venezuela,Valencia,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
323,2024,1,3,03/01/2023,Paraguay,Encarnación,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
324,2024,1,24,24/01/2023,Panamá,David,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
325,2024,1,28,28/01/2023,Paraguay,Asunción,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
326,2024,1,21,21/01/2023,México,Guadalajara,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
327,2024,1,4,04/01/2023,Colombia,Bogotá,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.7
328,2024,1,22,22/01/2023,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
329,2024,1,22,22/01/2023,Panamá,Colón,Smartphones,Motorola Edge 20 Pro,849,0.2,1,849,169.8
330,2024,1,15,15/01/2023,Argentina,Buenos Aires,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
331,2024,1,31,31/01/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
332,2024,1,8,08/01/2023,Costa Rica,Heredia,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
333,2024,1,13,13/01/2023,Brasil,Río de Janeiro,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.4
334,2024,1,31,31/01/2023,México,Monterrey,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
335,2024,1,6,06/01/2023,Perú,Arequipa,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
336,2024,1,27,27/01/2023,Panamá,Ciudad de Panamá,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
337,2024,1,6,06/01/2023,Uruguay,Montevideo,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.72
338,2024,1,19,19/01/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
339,2024,1,31,31/01/2023,México,Ciudad de México (CDMX),Smartphones,Google Pixel 6,749,0.28,3,2247,629.16
340,2024,1,12,12/01/2023,Brasil,Río de Janeiro,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
341,2024,1,23,23/01/2023,Perú,Lima,Smartphones,LG Velvet,649,0.12,1,649,77.88
342,2024,1,24,24/01/2023,Uruguay,Ciudad de la Costa,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
343,2024,1,17,17/01/2023,Panamá,Ciudad de Panamá,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
344,2024,1,19,19/01/2023,Venezuela,Maracaibo,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
345,2024,1,22,22/01/2023,Colombia,Cali,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
346,2024,1,15,15/01/2023,Ecuador,Cuenca,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
347,2024,1,8,08/01/2023,Panamá,David,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
348,2024,1,2,02/01/2023,Bolivia,Cochabamba,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
349,2024,1,11,11/01/2023,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
350,2024,1,10,10/01/2023,Perú,Lima,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
351,2024,1,7,07/01/2023,Uruguay,Ciudad de la Costa,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
352,2024,1,15,15/01/2023,Uruguay,Montevideo,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
353,2024,1,15,15/01/2023,Colombia,Cali,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
354,2024,1,24,24/01/2023,Perú,Trujillo,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
355,2024,1,16,16/01/2023,Argentina,Buenos Aires,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
356,2024,1,1,01/01/2023,México,Guadalajara,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
357,2024,1,28,28/01/2023,Chile,Valparaíso,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
358,2024,1,18,18/01/2023,Colombia,Bogotá,Tablets,Xiaomi Mi Pad 5,449,0.26,3,1347,350.22
359,2024,1,31,31/01/2023,Costa Rica,San José,Auriculares,Beats Studio3,274,0.13,3,822,106.86
360,2024,1,3,03/01/2023,Panamá,David,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
361,2024,1,25,25/01/2023,Uruguay,Salto,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
362,2024,1,22,22/01/2023,Brasil,Río de Janeiro,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
363,2024,1,27,27/01/2023,Uruguay,Montevideo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
364,2024,1,1,01/01/2023,Colombia,Bogotá,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
365,2024,1,6,06/01/2023,Venezuela,Caracas,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
366,2024,1,10,10/01/2023,México,Ciudad de México (CDMX),Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
367,2024,1,16,16/01/2023,Ecuador,Cuenca,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
368,2024,1,18,18/01/2023,Paraguay,Encarnación,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
369,2024,1,9,09/01/2023,Colombia,Cali,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
370,2024,1,24,24/01/2023,Chile,Concepción,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
371,2024,1,20,20/01/2023,Ecuador,Guayaquil,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
372,2024,1,21,21/01/2023,Costa Rica,Heredia,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.24
373,2024,1,17,17/01/2023,México,Monterrey,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39
374,2024,1,24,24/01/2023,Brasil,São Paulo,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
375,2024,1,23,23/01/2023,Ecuador,Cuenca,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
376,2024,1,13,13/01/2023,Panamá,Ciudad de Panamá,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
377,2024,1,10,10/01/2023,Uruguay,Ciudad de la Costa,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16
378,2024,1,6,06/01/2023,México,Ciudad de México (CDMX),Smartphones,iPhone 13,1099,0.19,1,1099,208.81
379,2024,1,13,13/01/2023,México,Monterrey,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
380,2024,1,30,30/01/2023,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
381,2024,1,29,29/01/2023,Perú,Arequipa,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
382,2024,1,9,09/01/2023,Panamá,Colón,Auriculares,Beats Studio3,274,0.13,2,548,71.24
383,2024,1,17,17/01/2023,Brasil,Río de Janeiro,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
384,2024,1,27,27/01/2023,Brasil,São Paulo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
385,2024,1,26,26/01/2023,Perú,Trujillo,Tablets,iPad Air,649,0.33,4,2596,856.68
386,2024,1,25,25/01/2023,Uruguay,Montevideo,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249
387,2024,1,19,19/01/2023,Paraguay,Ciudad del Este,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
388,2024,1,22,22/01/2023,Venezuela,Valencia,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
389,2024,1,23,23/01/2023,Colombia,Bogotá,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
390,2024,1,30,30/01/2023,Bolivia,La Paz,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249
391,2024,1,7,07/01/2023,Brasil,Brasilia,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
392,2024,1,20,20/01/2023,Chile,Santiago,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
393,2024,1,13,13/01/2023,Panamá,Ciudad de Panamá,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51
394,2024,1,26,26/01/2023,Paraguay,Ciudad del Este,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
395,2024,1,29,29/01/2023,Perú,Trujillo,Auriculares,Beats Studio3,274,0.13,1,274,35.62
396,2024,1,11,11/01/2023,Colombia,Cali,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
397,2024,1,11,11/01/2023,Brasil,Brasilia,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78
398,2024,1,1,01/01/2023,Venezuela,Valencia,Auriculares,Razer Opus,224,0.11,2,448,49.28
399,2024,1,22,22/01/2023,Uruguay,Ciudad de la Costa,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44
400,2024,1,2,02/01/2023,Chile,Santiago,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
401,2024,1,5,05/01/2023,Panamá,David,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74
402,2024,1,6,06/01/2023,Chile,Valparaíso,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
403,2024,1,1,01/01/2023,Panamá,Colón,Laptops,Acer Swift 5,899,0.32,2,1798,575.36
404,2024,1,2,02/01/2023,Costa Rica,Heredia,Auriculares,Audio-Technica ATH-M50x,174,0.32,1,174,55.68
405,2024,1,27,27/01/2023,Brasil,Brasilia,Auriculares,Razer Opus,224,0.11,4,896,98.56
406,2024,1,16,16/01/2023,México,Ciudad de México (CDMX),Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
407,2024,1,20,20/01/2023,Venezuela,Valencia,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.4
408,2024,1,3,03/01/2023,Ecuador,Cuenca,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
409,2024,1,24,24/01/2023,Perú,Lima,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74
410,2024,1,12,12/01/2023,Bolivia,La Paz,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
411,2024,1,25,25/01/2023,Colombia,Medellín,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
412,2024,1,4,04/01/2023,Colombia,Cali,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
413,2024,1,12,12/01/2023,Perú,Trujillo,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
414,2024,1,17,17/01/2023,Brasil,Río de Janeiro,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
415,2024,1,20,20/01/2023,Costa Rica,Limón,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
416,2024,1,29,29/01/2023,Brasil,Brasilia,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
417,2024,1,7,07/01/2023,México,Guadalajara,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48
418,2024,1,16,16/01/2023,Costa Rica,Limón,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44
419,2024,1,16,16/01/2023,Colombia,Medellín,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88
420,2024,1,15,15/01/2023,Perú,Trujillo,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
421,2024,1,21,21/01/2023,Ecuador,Quito,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
422,2024,1,29,29/01/2023,Perú,Arequipa,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
423,2024,1,17,17/01/2023,Venezuela,Caracas,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
424,2024,1,9,09/01/2023,Chile,Concepción,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
425,2024,1,26,26/01/2023,México,Ciudad de México (CDMX),Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
426,2024,1,25,25/01/2023,Bolivia,Santa Cruz de la Sierra,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
427,2024,1,24,24/01/2023,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
428,2024,1,25,25/01/2023,Brasil,São Paulo,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
429,2024,1,29,29/01/2023,Brasil,Río de Janeiro,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
430,2024,1,30,30/01/2023,Venezuela,Maracaibo,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72
431,2024,1,24,24/01/2023,Argentina,Buenos Aires,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
432,2024,1,15,15/01/2023,Bolivia,Cochabamba,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
433,2024,1,21,21/01/2023,Uruguay,Ciudad de la Costa,Auriculares,Beats Studio3,274,0.13,1,274,35.62
434,2024,1,26,26/01/2023,México,Ciudad de México (CDMX),Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
435,2024,1,17,17/01/2023,Chile,Santiago,Auriculares,Sennheiser Momentum 3,324,0.32,2,648,207.36
436,2024,1,22,22/01/2023,Bolivia,La Paz,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
437,2024,1,29,29/01/2023,Venezuela,Valencia,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
438,2024,1,8,08/01/2023,México,Ciudad de México (CDMX),Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
439,2024,1,3,03/01/2023,Perú,Arequipa,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
440,2024,1,4,04/01/2023,Venezuela,Valencia,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
441,2024,1,23,23/01/2023,Costa Rica,San José,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
442,2024,1,26,26/01/2023,Paraguay,Encarnación,Tablets,Amazon Fire HD 10,199,0.31,1,199,61.69
443,2024,1,10,10/01/2023,Colombia,Medellín,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849
444,2024,1,29,29/01/2023,Venezuela,Valencia,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
445,2024,1,30,30/01/2023,Brasil,Río de Janeiro,Auriculares,Razer Opus,224,0.11,5,1120,123.2
446,2024,1,7,07/01/2023,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
447,2024,1,25,25/01/2023,Panamá,Ciudad de Panamá,Tablets,LG G Pad 5 10.1,249,0.33,4,996,328.68
448,2024,2,24,24/02/2023,Chile,Concepción,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
449,2024,2,3,03/02/2023,Ecuador,Guayaquil,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
450,2024,2,4,04/02/2023,Uruguay,Salto,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
451,2024,2,25,25/02/2023,Costa Rica,Heredia,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
452,2024,2,3,03/02/2023,Venezuela,Maracaibo,Tablets,LG G Pad 5 10.1,249,0.33,3,747,246.51
453,2024,2,28,28/02/2023,Ecuador,Cuenca,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
454,2024,2,26,26/02/2023,Venezuela,Maracaibo,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
455,2024,2,27,27/02/2023,Brasil,Brasilia,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
456,2024,2,5,05/02/2023,Colombia,Bogotá,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
457,2024,2,17,17/02/2023,Brasil,São Paulo,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
458,2024,2,23,23/02/2023,Ecuador,Guayaquil,Smartphones,Motorola Edge 20 Pro,849,0.2,2,1698,339.6
459,2024,2,1,01/02/2023,Paraguay,Ciudad del Este,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
460,2024,2,10,10/02/2023,Colombia,Medellín,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
461,2024,2,14,14/02/2023,Colombia,Cali,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
